Page,Users,Sessions,Users_%_of_Total,Pageviews,Unique_Pageviews,Entrances,Bounce_Rate
/view/urn:uuid:ab1bf73d-6cd9-41f8-8e1e-16d058cf38d1,26,9,0.004413,70,47,9,0.555555556
/catalog/view/doi:10.18739/A23K4G,26,8,0.004401,38,37,8,0.375
/view/urn:uuid:b4cc3363-90f9-4e2a-a200-61ce4017f2f1,26,31,0.004389,56,46,31,0.580645161
/catalog/view/doi:10.5065/D6NP22KX,26,20,0.004377,32,27,20,0.85
/catalog/view/doi:10.18739/A2F76672G,26,29,0.004365,54,49,29,0.724137931
/catalog/view/doi:10.18739/A2D79598P,26,23,0.004353,46,29,24,0.608695652
/catalog/view/doi:10.18739/A21Z41S5S,26,18,0.004342,52,30,18,0.611111111
/catalog/view/doi:10.18739/A2CF9J745,26,20,0.00433,31,29,20,0.95
/view/doi:10.5065/D6CC0XMC,25,28,0.004318,46,34,28,0.607142857
/catalog/view/doi:10.18739/A2KW57J9Q,25,21,0.004307,51,36,21,0.666666667
/catalog/view/doi:10.18739/A28C6Q,25,32,0.004295,50,41,32,0.75
/view/doi:10.18739/A2TR4Q,25,11,0.004284,55,40,11,0.363636364
/view/urn:uuid:4cafe16b-b91b-4ea0-9cb0-6a8fb8eb4525,25,3,0.004273,74,43,3,0.333333333
/catalog/view/doi:10.18739/A2FC5W,25,21,0.004261,34,31,21,0.666666667
/view/ess-dive-1135e8ebd08d162-20180426T220128935,25,1,0.00425,34,30,1,0
/view/doi:10.18739/A23Q23,25,5,0.004239,45,38,5,1
/view/doi:10.18739/A22V25,25,6,0.004228,60,51,6,0.166666667
/catalog/view/doi:10.18739/A2X921J1G,25,10,0.004217,40,31,11,0.7
/view/doi:10.18739/A20M3H,25,7,0.004206,51,38,7,0.428571429
/view/urn:uuid:0bb9fd5a-1ea1-4253-9c84-fc5289c16c6f,25,17,0.004195,57,42,17,0.705882353
/catalog/view/doi:10.18739/A20863642,25,23,0.004184,25,25,23,1
/catalog/view/urn:uuid:8e068357-985b-4986-993a-f36c98082609,25,36,0.004174,62,51,36,0.888888889
/view/urn:uuid:478b7fc5-df07-40f5-926c-48cc538aa22d,25,6,0.004163,57,40,6,0.5
/catalog/view/doi:10.18739/A2TM7216N,25,20,0.004152,47,38,20,0.45
/view/ess-dive-aa6e33480c133b0-20181009T215354562,25,7,0.004142,57,37,7,0.571428571
/view/arctic-data.9570.2,25,5,0.004131,51,36,5,0
/catalog/view/doi:10.5065/D6542KRH,25,9,0.004121,33,28,9,0.444444444
/catalog/view/doi:10.18739/A29P2W69D,25,13,0.00411,34,27,13,1
/catalog/view/doi:10.18739/A2XG9F982,24,23,0.0041,48,40,23,0.869565217
/view/doi:10.18739/A2V935,24,19,0.00409,30,24,19,0.789473684
/view/urn:uuid:97fa80b6-a425-458b-94fe-d5fba61e8b32,24,6,0.004079,90,43,6,0.333333333
/view/urn:uuid:19d283ee-2a60-45c8-831e-18c461b52018,24,3,0.004069,60,41,3,0.333333333
/view/doi:10.18739/A2XH3V,24,2,0.004059,48,37,4,0
/view/doi:10.18739/A2VC2G,24,28,0.004049,40,38,28,0.785714286
/catalog/view/doi:10.18739/A20K35,24,18,0.004039,35,29,18,0.277777778
/view/arctic-data.7792.19,24,6,0.004029,51,37,6,0.666666667
/view/doi:10.18739/A2TS8K,24,4,0.004019,33,28,4,1
/view/urn:uuid:3c14910f-afdf-4e1c-b047-870df0cfe733,24,10,0.004009,65,46,10,0.4
/view/arctic-data.9361.1,24,2,0.003999,52,40,2,0.5
/view/urn:uuid:346e2aad-3114-4cc7-917f-22efc2ae2898,24,33,0.00399,115,61,33,0.515151515
/catalog/view/doi:10.18739/A21V5BF0Z,24,17,0.00398,44,31,17,0.705882353
/catalog/view/doi:10.18739/A27N5S,24,25,0.00397,31,27,25,0.8
/view/doi:10.18739/A2TP3N,24,3,0.003961,51,36,3,0.666666667
/view/urn:uuid:aef48b0c-756c-4339-b8f2-2a3d8ea08482,24,4,0.003951,117,40,4,0.75
/catalog/view/doi:10.18739/A2804XK1F,24,4,0.003942,36,31,4,0.75
/catalog/view/doi:10.18739/A2SN01440,24,20,0.003932,41,36,20,0.6
/view/doi:10.18739/A23H1N,24,3,0.003923,38,29,3,0
/catalog/view/doi:10.18739/A21G0HT84,24,13,0.003913,43,31,13,0.846153846
/view/doi:10.18739/A2ZX05,24,4,0.003904,75,55,6,0.5
/catalog/view/doi:10.18739/A2MS3K24P,23,16,0.003895,33,31,15,0.8125
/catalog/view/doi:10.18739/A2B56D49C,23,14,0.003886,26,25,14,0.785714286
/catalog/view/doi:10.18739/A2DG13,23,18,0.003876,34,30,18,0.833333333
/catalog/view/doi:10.18739/A2X54S,23,18,0.003867,63,41,18,0.666666667
/catalog/view/doi:10.18739/A2Z60C20C,23,15,0.003858,32,24,15,0.666666667
/view/doi:10.18739/A2508R,23,6,0.003849,45,30,6,0.333333333
/view/urn:uuid:e4f2dd8a-e4f1-4ca1-ad28-2c3504bc909d,23,2,0.00384,35,27,2,0.5
/view/doi:10.18739/A2FH24,23,4,0.003831,48,37,4,0.5
/catalog/view/doi:10.18739/A2JH3D29N,23,10,0.003822,28,26,10,0.7
/view/doi:10.18739/A23M22,23,6,0.003813,59,45,7,0.333333333
/catalog/view/urn:uuid:3b71aff0-3945-4091-93b0-73798a148206,23,25,0.003804,34,30,25,0.8
/catalog/view/urn:uuid:1f3f702f-9594-4293-8cbd-07932e54e8ed,23,4,0.003796,32,29,4,1
/?page_id=1533,23,0,0.003787,30,24,0,null
/catalog/view/doi:10.18739/A20V89H5P,23,8,0.003778,54,36,8,0.5
/view/doi:10.18739/A2WX0J,23,11,0.00377,70,42,11,0.454545455
/view/doi:10.18739/A2V09B,23,2,0.003761,29,25,2,0.5
/view/urn:uuid:8907e358-7d16-4411-9eb5-c83666bc8551,23,26,0.003752,61,42,26,0.615384615
/view/urn:uuid:4d549744-fe00-46a5-a8ef-77f92a0d438a,23,4,0.003744,41,34,4,0.25
/view/doi:10.18739/A2B69R,23,17,0.003735,43,35,17,0.705882353
/view/urn:uuid:6624e413-3681-4547-8c60-9418eebb069f,23,43,0.003727,65,54,43,0.674418605
/catalog/view/doi:10.18739/A2D79596Q,23,19,0.003719,31,29,19,0.736842105
/catalog/view/doi:10.5065/D6CN7228,23,18,0.00371,41,34,18,0.611111111
/view/doi:10.5065/D66Q1VB7,23,30,0.003702,42,33,31,0.733333333
/catalog/view/doi:10.18739/A27H1DM79,23,28,0.003694,75,56,28,0.571428571
/catalog/view/doi:10.18739/A2H12V769,23,6,0.003685,35,30,6,0.666666667
/view/doi:10.18739/A2DP96,23,17,0.003677,43,37,17,0.588235294
/view/urn:uuid:0f9c23aa-25af-486b-9e57-21f701a5d179,23,6,0.003669,77,41,6,0.666666667
/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20036/8,23,5,0.003661,44,32,5,0.8
/blog/2019/05/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,23,14,0.003653,30,26,14,1
/catalog/view/doi:10.18739/A26688J9Z,23,9,0.003645,34,33,9,0.555555556
/view/urn:uuid:da3818bb-f264-467e-80fa-0509e5948cf8,23,5,0.003637,77,51,5,0.4
/catalog/view/doi:10.18739/A2W66990B,22,23,0.003629,25,24,23,0.913043478
/view/doi:10.5065/D6G44N6Q,22,13,0.003621,48,29,13,0.307692308
/blog/2018/10/dataset-highlight-discovering-the-connections-between-mountain-glaciers-and-arctic-groundwater-with-dr-anna-liljedahl/,22,17,0.003613,32,26,17,0.823529412
/view/doi:10.18739/A2J954,22,7,0.003605,65,33,7,0.714285714
/catalog/view/doi:10.18739/A2445HC19,22,5,0.003598,31,24,5,0.6
/view/urn:uuid:89fd72f1-5d30-4078-93d2-99462759d496,22,10,0.00359,118,49,10,0.3
/view/arctic-data.9433.1,22,7,0.003582,78,35,7,0
/view/arctic-data.2368.1,22,5,0.003574,40,26,5,0.6
/view/doi:10.18739/A2HV9V,22,10,0.003567,37,26,10,0.8
/catalog/view/doi:10.18739/A2JD4PP1H,22,10,0.003559,46,33,10,0.6
/view/doi:10.18739/A2M58H,22,2,0.003551,35,29,2,0.5
/view/urn:uuid:4c3b0c33-c1a2-4822-842e-fab3151de9e1,22,12,0.003544,78,47,12,0.166666667
/catalog/view/doi:10.18739/A21R6N171,22,10,0.003536,43,31,9,0.8
/view/urn:uuid:a0a57a2e-7f67-46ed-9762-a1644a743ec8,22,3,0.003529,39,30,3,0.333333333
/view/arctic-data.2370.1,22,7,0.003521,48,34,7,0.285714286
/view/arctic-data.9512.2,22,2,0.003514,59,32,2,0
/view/doi:10.18739/A23N20D37,22,3,0.003506,40,34,4,0.333333333
/catalog/view/doi:10.5065/D6K64G68,22,20,0.003499,26,25,20,0.9
/catalog/view/urn:uuid:3ce6caa8-bede-4047-8baf-c6d38e45c1d5,22,19,0.003492,50,37,19,0.631578947
/view/arctic-data.2372.1,22,14,0.003485,56,39,14,0.357142857
/view/doi:10.3334/CDIAC/LUE.NDP050.2008,22,22,0.003477,32,28,22,0.909090909
/view/doi:10.18739/A2G27V,22,9,0.00347,38,28,9,0.888888889
/view/doi:10.18739/A2BW6H,22,6,0.003463,43,35,6,0.833333333
/catalog/portals/reportcard/Data,22,60,0.003456,482,200,60,0.25
/view/urn:uuid:02a4e533-ffaf-4dc1-8919-d2738f3d2bdc,22,12,0.003449,83,51,12,0.25
/view/doi:10.18739/A2MP8P,22,18,0.003442,65,42,18,0.555555556
/view/urn:uuid:44400f74-c0a8-45c1-b2f2-9dd9e2231c3d,22,22,0.003434,77,64,22,0.5
/catalog/view/doi:10.18739/A26S1B,21,36,0.003427,48,39,37,0.833333333
/view/doi:10.18739/A2VD36,21,0,0.00342,35,32,1,null
/view/doi:10.15485/1464240,21,26,0.003413,29,27,26,0.923076923
/catalog/view/doi:10.18739/A2VH5CH5P,21,20,0.003406,41,31,20,0.5
/catalog/view/doi:10.18739/A27P8TF1H,21,18,0.003399,22,21,18,1
/catalog/view/doi:10.18739/A2599Z146,21,6,0.003393,44,29,6,0.666666667
/view/doi:10.18739/A2SH27,21,9,0.003386,56,39,9,0.444444444
/catalog/view/doi:10.18739/A2N29P67H,21,13,0.003379,31,28,13,0.461538462
/view/arctic-data.14284.1,21,22,0.003372,59,39,22,0.363636364
/view/arctic-data.9980.2,21,5,0.003365,45,40,5,0.4
/view/arctic-data.13716.1,21,9,0.003359,46,31,10,0.333333333
/view/doi:10.18739/A25S8P,21,7,0.003352,53,35,7,0.714285714
/catalog/view/doi:10.5065/D6QR4V8G,21,17,0.003345,30,22,17,0.529411765
/catalog/view/doi:10.18739/A26P32,21,3,0.003338,32,24,3,0.333333333
/catalog/view/doi:10.18739/A24Q7QP6V,21,9,0.003332,29,25,9,0.555555556
/catalog/view/doi:10.18739/A2FN10R8V,21,2,0.003325,32,23,2,1
/view/doi:10.18739/A2MT1D,21,4,0.003319,35,26,4,0
/view/doi:10.18739/A2P058,21,0,0.003312,35,27,0,null
/catalog/view/doi:10.18739/A2V698C71,21,16,0.003306,49,38,16,0.875
/view/doi:10.18739/A21G7Z,21,24,0.003299,30,27,24,0.791666667
/catalog/view/doi:10.18739/A2J09W45H,21,16,0.003293,28,26,16,0.875
/view/doi:10.18739/A2QC40,21,9,0.003286,93,33,9,0.222222222
/catalog/view/doi:10.18739/A2C824D80,21,32,0.00328,49,38,32,0.625
/catalog/view/doi:10.18739/A21J9774C,21,14,0.003274,30,22,14,0.857142857
/view/doi:10.18739/A2PQ0M,21,3,0.003267,34,25,3,1
/view/doi:10.5065/D63X84KG,21,9,0.003261,57,30,9,0.333333333
/view/doi:10.18739/A2Q67D,21,0,0.003255,27,22,0,null
/view/ess-dive-9dbb887ee8f13fd-20180321T064510063,21,2,0.003248,78,31,2,0
/view/urn:uuid:b0eef8b3-5f8a-4799-b823-eebcbee047e3,21,23,0.003242,157,64,23,0.391304348
/catalog/view/doi:10.18739/A28S4JP15,21,14,0.003236,46,26,15,0.571428571
/view/doi:10.18739/A2184R,21,4,0.00323,75,51,5,0.5
/view/doi:10.18739/A2GM0Q,21,14,0.003224,34,31,14,0.857142857
/view/arctic-data.9543.1,21,3,0.003217,35,28,3,0.333333333
/catalog/view/doi:10.18739/A2RN3081R,21,16,0.003211,46,32,16,0.625
/blog/2020/11/hands-on-coding-virtually/,21,19,0.003205,33,29,19,0.842105263
/view/arctic-data.3942.2,21,3,0.003199,33,24,5,0.666666667
/catalog/view/doi:10.18739/A2J96095Z,21,12,0.003193,35,27,12,0.833333333
/view/urn:uuid:3ca9e7fa-e416-4621-adb2-8784ec65db0a,21,7,0.003187,40,27,7,0.285714286
/catalog/view/doi:10.18739/A2C824F2J,21,8,0.003181,46,37,9,0.75
/catalog/view/doi:10.18739/A2M61BQ93,21,17,0.003175,32,25,17,0.941176471
/view/doi:10.18739/A22K92,20,3,0.003169,38,31,3,1
/view/doi:10.18739/A23D4R,20,9,0.003163,36,33,10,1
/view/doi:10.18739/A2793K,20,3,0.003157,49,30,3,0.666666667
/catalog/view/urn:uuid:19c12630-0dc1-401d-a0d8-aadf031f6ee4,20,3,0.003152,34,26,3,1
/catalog/view/doi:10.18739/A2WW76Z78,20,9,0.003146,31,24,9,0.888888889
/view/doi:10.18739/A2ZS96,20,4,0.00314,41,30,4,0.25
/catalog/view/doi:10.18739/A25M62692,20,4,0.003134,33,23,4,1
/view/urn:uuid:e9d607c7-3430-4fd6-a744-2ee7046d984b,20,3,0.003128,43,31,3,0
/view/doi:10.18739/A2V07K,20,1,0.003123,49,31,1,1
/view/arctic-data.10000.1,20,9,0.003117,52,36,9,0.333333333
/view/doi:10.18739/A22274,20,3,0.003111,58,37,3,1
/view/doi:10.18739/A25395,20,3,0.003105,28,23,3,0.666666667
/catalog/data/page/4,20,0,0.0031,126,22,0,null
/view/doi:10.18739/A20N7C,20,48,0.003094,71,55,48,0.770833333
/catalog/view/doi:10.18739/A2J38KH4W,20,15,0.003089,43,27,15,0.333333333
/catalog/view/doi:10.18739/A2736M31X,20,12,0.003083,42,29,13,0.75
/catalog/view/doi:10.18739/A2408F,20,11,0.003077,43,29,12,0.545454545
/catalog/view/doi:10.18739/A2PC2T94T,20,12,0.003072,35,33,12,0.833333333
/catalog/view/doi:10.18739/A29Z90C2X,20,18,0.003066,34,28,18,0.666666667
/catalog/view/doi:10.18739/A2RF5KG0P,20,7,0.003061,24,21,7,0.571428571
/view/urn:uuid:3b71aff0-3945-4091-93b0-73798a148206,20,19,0.003055,23,22,20,0.631578947
/view/doi:10.18739/A2H94F,20,2,0.00305,33,24,2,0.5
/view/doi:10.18739/A2SV8Z,20,14,0.003044,62,39,14,0.785714286
/view/doi:10.18739/A2FD1Q,20,6,0.003039,41,28,6,0.666666667
/view/urn:uuid:df3002b4-23be-4004-a073-53c399c76522,20,9,0.003034,55,34,9,0.555555556
/view/urn:uuid:b4d64171-97c6-4587-925b-3747bae6fc5b,20,6,0.003028,70,33,6,0.333333333
/view/doi:10.5065/D66M34S3,20,17,0.003023,30,22,17,0.882352941
/view/urn:uuid:5c57d39f-9171-4a57-b34f-100772ef21aa,20,4,0.003017,40,28,4,0.5
/catalog/view/doi:10.18739/A20R9M42C,20,8,0.003012,39,29,7,0.25
/view/doi:10.5065/D6930R6J,20,12,0.003007,22,20,12,0.5
/view/doi:10.18739/A2Q572,20,3,0.003002,34,27,3,0.666666667
/catalog/view/doi:10.18739/A2V698C33,20,131,0.002996,182,168,131,0.801526718
/catalog/view/doi:10.18739/A27S7HS3W,20,1,0.002991,31,27,1,1
/view/doi:10.18739/A2HP13,20,8,0.002986,50,31,8,0.375
/view/doi:10.5065/D6P26W70,20,14,0.002981,43,33,14,0.5
/view/doi:10.18739/A2R28Q,20,13,0.002976,49,45,13,0.846153846
/view/doi:10.18739/A2433K,20,23,0.00297,31,27,23,0.739130435
/view/doi:10.18739/A2JK2R,19,9,0.002965,71,34,9,0.222222222
/catalog/view/doi:10.5065/D6QN6544,19,3,0.00296,36,29,4,0.666666667
/catalog/view/doi:10.18739/A2ZC7RV6H,19,12,0.002955,45,37,12,0.916666667
/view/ess-dive-d2d7b73c342cc87-20180904T214637530,19,1,0.00295,37,28,1,0
/view/doi:10.18739/A2FS1H,19,7,0.002945,45,35,7,0.428571429
/catalog/view/doi:10.18739/A25H7BV1C,19,18,0.00294,53,35,18,0.888888889
/catalog/view/doi:10.18739/A27P8TD2J,19,4,0.002935,33,24,4,1
/view/doi:10.18739/A2093D,19,9,0.00293,41,26,9,0.666666667
/catalog/view/doi:10.5065/D61J97TT,19,18,0.002925,30,26,15,0.555555556
/catalog/view/urn:uuid:51a93676-d46d-4519-83fb-008da7b83cde,19,14,0.00292,65,39,14,0.357142857
/catalog/view/urn:uuid:d2775281-3231-47d0-ab79-b2e506ea8d04,19,12,0.002915,37,27,12,0.666666667
/view/urn:uuid:afe52276-8721-4cdf-99c2-adf9b6bfa180,19,7,0.00291,28,24,7,0.428571429
/view/doi:10.18739/A26951,19,7,0.002905,46,34,8,0.428571429
/view/urn:uuid:b0d29215-b5d5-4cad-9cc8-29241e2e62cf,19,4,0.0029,24,20,4,1
/view/doi:10.18739/A2Z967,19,3,0.002895,25,25,3,0.666666667
/catalog/view/doi:10.18739/A22F7JR7S,19,7,0.00289,27,23,7,0.857142857
/view/urn:uuid:96a40678-aa0f-446e-8f1a-a70a4c2931ac,19,5,0.002885,76,34,5,0.4
/catalog/view/doi:10.5065/D66971QC,19,73,0.002881,81,74,73,0.863013699
/catalog/view/doi:10.18739/A2ZK55M55,19,13,0.002876,55,38,13,0.692307692
/catalog/portals/,19,5,0.002871,25,21,5,0
/catalog/view/doi:10.18739/A2ZQ1G,19,16,0.002866,32,28,15,0.8125
/catalog/view/urn:uuid:9ae08ae7-f340-4c3e-8cd2-425154c2a435,19,5,0.002861,40,31,5,0.8
/catalog/view/doi:10.18739/A25X25C75,19,10,0.002857,36,25,10,0.5
/view/doi:10.18739/A2R37P,19,0,0.002852,31,27,0,null
/catalog/?freeText=Summit,19,1,0.002847,0,0,0,0
/catalog/view/doi:10.18739/A28W3827B,19,10,0.002843,37,26,11,0.4
/catalog/view/doi:10.18739/A25T3G03C,19,15,0.002838,26,19,15,0.666666667
/view/doi:10.18739/A2435B,19,12,0.002833,24,20,12,0.833333333
/view/doi:10.3334/CDIAC/CLI.001,19,17,0.002829,37,28,17,0.882352941
/catalog/view/doi:10.18739/A2513TW8N,19,19,0.002824,39,27,19,0.789473684
/view/doi:10.18739/A21074,19,10,0.002819,41,29,10,0.2
/view/urn:uuid:36071d58-fee3-47b8-96f9-3b786917409a,19,11,0.002815,67,39,11,0.272727273
/catalog/view/doi:10.5065/D6FQ9TN2,19,11,0.00281,30,22,11,0.545454545
/view/doi:10.18739/A2FS04,19,10,0.002806,58,34,10,0.8
/view/doi:10.18739/A2WS05,19,13,0.002801,72,46,14,0.846153846
/catalog/view/doi:10.18739/A2280J,19,19,0.002797,27,24,19,0.789473684
"/catalog/profile/CN=DBO,DC=dataone,DC=org",19,19,0.002792,39,27,17,0.473684211
/view/ess-dive-aa6e33480c133b0-20181019T234605514,19,16,0.002788,153,49,16,0.3125
/view/urn:uuid:6c141d0a-15c2-434e-bff3-3133e3fc6508,19,8,0.002783,58,28,8,0.375
/view/urn:uuid:16726b27-2bf6-42c9-a30d-60f82d6271fc,19,10,0.002779,50,40,11,0.2
/catalog/view/doi:10.18739/A2KK94C28,19,9,0.002774,30,22,9,0.555555556
/catalog/view/doi:10.18739/A2WH2DG0D,19,11,0.00277,29,22,11,0.909090909
/catalog/view/doi:10.18739/A2416T08T,19,18,0.002765,19,19,18,1
/vncviewer.jar,19,19,0.002761,19,19,19,1
/view/doi:10.18739/A20G68,19,15,0.002757,78,59,16,0.666666667
/catalog/view/doi:10.18739/A2MV9S,19,6,0.002752,29,29,6,0.5
/view/doi:10.18739/A2160J,19,8,0.002748,34,31,8,0.75
/catalog/view/doi:10.18739/A2WH2DD7W,19,26,0.002744,41,31,26,0.730769231
/blog/2020/07/how-can-repositories-support-social-scientific-data-inside-the-arctic-data-centers-recent-workshop/,19,16,0.002739,24,23,16,0.9375
/view/urn:uuid:82cb5d47-7763-44bb-9c96-08638efc8781,19,5,0.002735,26,20,5,0.4
/catalog/view/doi:10.18739/A2R20RW3W,19,16,0.002731,33,26,16,0.8125
/view/doi:10.18739/A2ZQ1G,19,2,0.002726,25,20,2,0.5
/catalog/view/doi:10.18739/A24M9199T,19,6,0.002722,33,24,6,0.5
/view/doi:10.18739/A27N5S,19,15,0.002718,28,25,16,0.933333333
/download/fileDownload.htm?logicalFileId=117c6ccd-f9d3-11e4-9365-00c0f03d5b7c,19,20,0.002714,24,20,20,0.6
/catalog/view/doi:10.18739/A2WD4W,19,11,0.00271,45,35,11,0.363636364
/view/doi:10.5065/D6H70CVR,19,12,0.002705,38,33,12,0.416666667
/view/urn:uuid:2d6c7992-9100-49ea-bd8b-f08dfb5948a5,19,6,0.002701,35,28,6,1
/blog/2018/03/dataset-highlight-data-provenance-and-arctic-soil-bacteria/,19,16,0.002697,23,20,16,0.6875
/data/page/6,19,1,0.002693,37,21,1,0
/catalog/view/urn:uuid:2ffc007d-73d3-40a2-b583-4fae55a65647,19,4,0.002689,84,42,5,0.25
/catalog/view/doi:10.18739/A2QV3C475,19,16,0.002685,23,21,15,0.8125
/catalog/view/doi:10.18739/A2P26Q39Q,18,12,0.00268,29,21,12,0.666666667
/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20033/7,18,9,0.002676,34,30,9,0.666666667
/catalog/view/doi:10.18739/A2S569,18,6,0.002672,24,19,6,0.5
/view/doi:10.18739/A24R34,18,2,0.002668,23,22,2,0
/catalog/view/doi:10.18739/A2BV79W4V,18,14,0.002664,31,21,14,0.785714286
/catalog/data/page/5,18,5,0.00266,120,23,4,0.6
/view/urn:uuid:5870816a-e9f6-4d2e-9582-80bd0d774269,18,7,0.002656,40,27,7,0.142857143
/view/doi:10.18739/A2DS8V,18,10,0.002652,45,28,10,0.8
/view/doi:10.18739/A2GS1T,18,7,0.002648,23,20,7,0.714285714
/view/arctic-data.1577.1,18,6,0.002644,58,40,6,0.166666667
/catalog/view/doi:10.18739/A2FF8Q,18,17,0.00264,23,21,17,0.588235294
/view/doi:10.18739/A2V681,18,4,0.002636,46,24,4,0
/catalog/view/doi:10.18739/A25Q4RM2M,18,3,0.002632,22,21,3,0.666666667
/view/doi:10.18739/A20F8P,18,2,0.002628,42,26,2,0.5
/catalog/portals/CALM/Data,18,5,0.002624,31,22,5,0.8
/view/urn:uuid:a3c7c5c7-e239-4bbe-b91b-61b16e8ffa1c,18,6,0.00262,37,28,6,0
/view/doi:10.18739/A26P19,18,5,0.002616,33,27,5,0.8
/view/doi:10.18739/A20K35,18,11,0.002612,32,24,11,0.636363636
/catalog/portals/permafrost/Core-Team,18,12,0.002608,23,20,12,0.75
/view/doi:10.18739/A2GX0T,18,1,0.002605,33,26,1,1
/catalog/view/doi:10.18739/A22V2C974,18,9,0.002601,32,27,9,0.444444444
/catalog/view/doi:10.18739/A2610VR7Z,18,4,0.002597,25,22,3,0.75
/catalog/view/doi:10.18739/A2RS0X,18,14,0.002593,43,35,14,0.642857143
/view/urn:uuid:a93ab6ac-df90-4c22-b275-bfdb55074150,18,3,0.002589,39,21,3,0.333333333
/catalog/view/doi:10.18739/A2QV3C39P,18,7,0.002585,27,21,7,0.857142857
/view/urn:uuid:b495742c-2957-485f-b9cf-94fceeb5b564,18,12,0.002582,42,28,12,0.583333333
/catalog/view/doi:10.18739/A2D50FX41,18,3,0.002578,23,19,3,1
/view/urn:uuid:14610858-43d4-42f0-ade1-c6f065787339,18,5,0.002574,41,28,5,0.2
/catalog/view/doi:10.18739/A2D795B1R,18,49,0.00257,141,104,50,0.591836735
/view/urn:uuid:bb14bf86-79eb-4a84-9734-4a1de99523d1,18,7,0.002567,32,24,7,0.285714286
/catalog/view/doi:10.18739/A27659F1B,18,6,0.002563,35,24,6,0.5
/catalog/view/doi:10.18739/A2028PD2H,18,7,0.002559,33,23,7,0.571428571
/catalog/view/doi:10.18739/A21Z41T0T,18,13,0.002555,37,33,14,0.615384615
/catalog/view/doi:10.18739/A2N872Z96,18,17,0.002552,43,29,17,0.529411765
/catalog/view/doi:10.18739/A2183435S,18,16,0.002548,27,19,16,0.9375
/view/doi:10.18739/A2XZ2Z,18,4,0.002544,23,21,5,0.25
/catalog/view/doi:10.18739/A2222R550,18,10,0.002541,26,22,10,0.6
/view/doi:10.18739/A2CP8H,18,9,0.002537,25,22,9,0.777777778
/catalog/view/doi:10.18739/A2TQ5RD83,18,16,0.002533,37,32,16,0.5625
/view/urn:uuid:2b5f44fc-810e-4c30-a63f-5bd2f3ff00a7,18,2,0.00253,24,21,3,1
/view/urn:uuid:e5c4fd54-70a6-416b-8ab7-5b29fa9074e0,18,3,0.002526,24,20,3,0.666666667
/view/doi:10.18739/A2TM2K,18,3,0.002523,23,22,3,1
/catalog/view/doi:10.18739/A27M0414K,18,8,0.002519,31,27,8,0.625
/view/doi:10.18739/A29K97,18,13,0.002515,27,25,13,0.846153846
/view/doi:10.5065/D6ZG6QCB,18,13,0.002512,43,29,13,0.538461538
/view/arctic-data.10053.1,18,25,0.002508,57,47,25,0.44
/view/doi:10.18739/A2RC49,18,3,0.002505,38,25,3,0.333333333
/catalog/view/doi:10.18739/A2J09W41K,18,3,0.002501,31,22,3,0
/view/doi:10.18739/A2786C,18,2,0.002498,42,31,2,0
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-arc/20055/2,18,5,0.002494,32,24,6,0.6
/catalog/view/doi:10.18739/A2V11VK4J,18,16,0.002491,39,30,16,0.625
/view/doi:10.18739/A2336D,18,0,0.002487,27,22,0,null
/catalog/view/urn:uuid:6333a88b-1606-43d5-8f98-eb5fd40998e1,18,1,0.002484,35,26,1,1
/view/doi:10.18739/A2HG45,18,8,0.00248,43,33,8,0.5
/catalog/view/doi:10.18739/A2GQ6R26X,18,2,0.002477,29,20,2,1
/catalog/view/doi:10.18739/A22J6848J,18,6,0.002473,32,27,6,0.666666667
